@relation name

@attribute #1_id string
@attribute #1_span string
@attribute #1_perseus:LEMMA string
@attribute #1_perseus:case string
@attribute #1_perseus:cite string
@attribute #1_perseus:form string
@attribute #1_perseus:gender string
@attribute #1_perseus:number string
@attribute #1_perseus:part-of-speech string
@attribute #1_perseus:postag string
@attribute #1_perseus:sense string
@attribute #1_perseus:urn string
@attribute #1_saltSemantics:POS string

@data
'354572','quae','qui','nominative','NULL','quae','feminine','plural','pronoun','p-p---fn-','1','NULL','pronoun'
'553559','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'568803','quae','qui','accusative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.635\'>Text<\/a>','quae','neuter','plural','pronoun','p-p---na-','1','urn:cts:latinLit:phi0959.phi006:1.635','pronoun'
'997396','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'547025','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'593681','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'553448','quorum','qui','genitive','NULL','quorum','masculine','plural','pronoun','p-p---mg-','1','NULL','pronoun'
'354620','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'1041417','quorum','qui','genitive','NULL','quorum','masculine','plural','pronoun','p-p---mg-','1','NULL','pronoun'
'547010','quod','qui','nominative','NULL','quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'354596','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1035957','Quae','qui','accusative','NULL','Quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'549635','quae','qui','accusative','NULL','quae','neuter','plural','NULL','--p---na-','1','NULL','NULL'
'997427','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1040330','quibus','qui','dative','NULL','quibus','feminine','plural','pronoun','p-p---fd-','1','NULL','pronoun'
'568899','quam','qui','accusative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.648\'>Text<\/a>','quam','feminine','singular','pronoun','p-s---fa-','1','urn:cts:latinLit:phi0959.phi006:1.648','pronoun'
'354603','quibus','qui','ablative','NULL','quibus','feminine','plural','pronoun','p-p---fb-','1','NULL','pronoun'
'591764','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'595616','quarum','qui','genitive','NULL','quarum','feminine','plural','pronoun','p-p---fg-','1','NULL','pronoun'
'546996','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'354641','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1035980','quibus','qui','dative','NULL','quibus','masculine','plural','pronoun','p-p---md-','1','NULL','pronoun'
'553476','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'354649','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1043569','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'597527','qua','qui','ablative','NULL','qua','feminine','singular','pronoun','p-s---fb-','1','NULL','pronoun'
'354631','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'1040291','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'566968','qua','qui','ablative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.379\'>Text<\/a>','qua','feminine','singular','pronoun','p-s---fb-','1','urn:cts:latinLit:phi0959.phi006:1.379','pronoun'
'591740','quod','qui','nominative','NULL','quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'354626','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'595593','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'352727','quorum','qui','genitive','NULL','quorum','masculine','plural','pronoun','p-p---mg-','1','NULL','pronoun'
'354637','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'549605','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'546992','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'348802','Quae','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.5\'>Text<\/a>','Quae','neuter','plural','pronoun','p-p---nn-','1','urn:cts:latinLit:phi0448.phi001:2.5','pronoun'
'354681','cui','qui','dative','NULL','cui','masculine','singular','pronoun','p-s---md-','1','NULL','pronoun'
'1045926','quod','qui','nominative','NULL','quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'1035755','qua','qui','ablative','NULL','qua','feminine','singular','pronoun','p-s---fb-','1','NULL','pronoun'
'593874','Quod','qui','accusative','NULL','Quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'597667','quod','qui','nominative','NULL','quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'1038220','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'348736','qui','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.3\'>Text<\/a>','qui','masculine','plural','pronoun','p-p---mn-','1','urn:cts:latinLit:phi0448.phi001:2.3','pronoun'
'354662','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1043538','quod','qui','nominative','NULL','quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'593863','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'566767','quam','qui','accusative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.352\'>Text<\/a>','quam','feminine','singular','pronoun','p-s---fa-','1','urn:cts:latinLit:phi0959.phi006:1.352','pronoun'
'348760','qui','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.3\'>Text<\/a>','qui','masculine','plural','pronoun','p-p---mn-','1','urn:cts:latinLit:phi0448.phi001:2.3','pronoun'
'1040123','quod','qui','nominative','NULL','quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'352522','quo','qui','ablative','NULL','quo','masculine','singular','pronoun','p-s---mb-','1','NULL','pronoun'
'1045968','quibus','qui','dative','NULL','quibus','masculine','plural','pronoun','p-p---md-','1','NULL','pronoun'
'1038185','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'549818','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'1043491','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1045982','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1040104','quibus','qui','ablative','NULL','quibus','feminine','plural','pronoun','p-p---fb-','1','NULL','pronoun'
'1040097','quas','qui','accusative','NULL','quas','feminine','plural','pronoun','p-p---fa-','1','NULL','pronoun'
'1038201','quibus','qui','dative','NULL','quibus','masculine','plural','pronoun','p-p---md-','1','NULL','pronoun'
'553692','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'593829','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1038276','qua','qui','ablative','NULL','qua','feminine','singular','pronoun','p-s---fb-','1','NULL','pronoun'
'348663','qui','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.3\'>Text<\/a>','qui','masculine','plural','pronoun','p-p---mn-','1','urn:cts:latinLit:phi0448.phi001:2.3','pronoun'
'553569','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'551696','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1040224','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'549782','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'546909','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'551693','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'569049','quem','qui','accusative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.668\'>Text<\/a>','quem','masculine','singular','pronoun','p-s---ma-','1','urn:cts:latinLit:phi0959.phi006:1.668','pronoun'
'1043457','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'593816','cuius','qui','genitive','NULL','cuius','masculine','singular','pronoun','p-s---mg-','1','NULL','pronoun'
'591625','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'546902','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'549789','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'354736','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'1416738','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'549769','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'553594','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'588542','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'549774','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'352572','quo','qui','ablative','NULL','quo','masculine','singular','pronoun','p-s---mb-','1','NULL','pronoun'
'549750','quem','qui','accusative','NULL','quem','masculine','singular','pronoun','p-s---ma-','1','NULL','pronoun'
'546878','quas','qui','accusative','NULL','quas','feminine','plural','pronoun','p-p---fa-','1','NULL','pronoun'
'1416787','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'1045896','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'997579','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'551649','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1035842','quoi','qui','dative','NULL','quoi','neuter','singular','pronoun','p-s---nd-','1','NULL','pronoun'
'1040180','quibus','qui','dative','NULL','quibus','masculine','plural','pronoun','p-p---md-','1','NULL','pronoun'
'546867','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'546870','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'352585','quem','qui','accusative','NULL','quem','masculine','singular','pronoun','p-s---ma-','1','NULL','pronoun'
'1045907','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'546864','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'549740','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'354756','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1038272','quibus','qui','ablative','NULL','quibus','masculine','plural','pronoun','p-p---mb-','1','NULL','pronoun'
'348681','qui','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.3\'>Text<\/a>','qui','masculine','plural','pronoun','p-p---mn-','1','urn:cts:latinLit:phi0448.phi001:2.3','pronoun'
'354823','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'551094','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'553299','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'566649','quae','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.336\'>Text<\/a>','quae','feminine','singular','pronoun','p-s---fn-','1','urn:cts:latinLit:phi0959.phi006:1.336','pronoun'
'548898','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'350560','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'595394','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'1042214','quibus','qui','dative','NULL','quibus','masculine','plural','pronoun','p-p---md-','1','NULL','pronoun'
'996242','quibus','qui','ablative','NULL','quibus','neuter','plural','pronoun','p-p---nb-','1','NULL','pronoun'
'1416607','cui','qui','dative','NULL','cui','feminine','singular','pronoun','p-s---fd-','1','NULL','pronoun'
'1042233','quorum','qui','genitive','NULL','quorum','masculine','plural','pronoun','p-p---mg-','1','NULL','pronoun'
'551079','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'548914','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1044400','quoi','qui','dative','NULL','quoi','masculine','singular','pronoun','p-s---md-','1','NULL','pronoun'
'551085','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'996255','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'1037339','quem','qui','accusative','NULL','quem','masculine','singular','pronoun','p-s---ma-','1','NULL','pronoun'
'587968','cuius','qui','genitive','NULL','cuius','feminine','singular','pronoun','p-s---fg-','1','NULL','pronoun'
'1037344','quo','qui','ablative','NULL','quo','neuter','singular','pronoun','p-s---nb-','1','NULL','pronoun'
'548943','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1039497','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'592975','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'348580','qui','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.2\'>Text<\/a>','qui','masculine','singular','pronoun','p-s---mn-','1','urn:cts:latinLit:phi0448.phi001:2.2','pronoun'
'553269','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'348608','quae','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.2\'>Text<\/a>','quae','neuter','plural','pronoun','p-p---nn-','1','urn:cts:latinLit:phi0448.phi001:2.2','pronoun'
'566657','quae','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.337\'>Text<\/a>','quae','feminine','singular','pronoun','p-s---fn-','1','urn:cts:latinLit:phi0959.phi006:1.337','pronoun'
'348602','qui','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.2\'>Text<\/a>','qui','masculine','singular','pronoun','p-s---mn-','1','urn:cts:latinLit:phi0448.phi001:2.2','pronoun'
'568598','quae','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.604\'>Text<\/a>','quae','feminine','plural','pronoun','p-p---fn-','1','urn:cts:latinLit:phi0959.phi006:1.604','pronoun'
'348554','qui','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.1\'>Text<\/a>','qui','masculine','plural','pronoun','p-p---mn-','1','urn:cts:latinLit:phi0448.phi001:2.1','pronoun'
'354882','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'553245','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'590975','Quod','qui','nominative','NULL','Quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'553241','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'348545','qui','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.1\'>Text<\/a>','qui','masculine','plural','pronoun','p-p---mn-','1','urn:cts:latinLit:phi0448.phi001:2.1','pronoun'
'1044349','quibus','qui','dative','NULL','quibus','masculine','plural','pronoun','p-p---md-','1','NULL','pronoun'
'553238','quibus','qui','ablative','NULL','quibus','masculine','plural','pronoun','p-p---mb-','1','NULL','pronoun'
'548837','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'354891','quod','qui','nominative','NULL','quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'1039530','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'547753','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'553233','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'566694','quibus','qui','ablative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.342\'>Text<\/a>','quibus','feminine','plural','pronoun','p-p---fb-','1','urn:cts:latinLit:phi0959.phi006:1.342','pronoun'
'354899','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'352974','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'354909','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1046017','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'553218','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'547783','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'996262','quo','qui','ablative','NULL','quo','neuter','singular','pronoun','p-s---nb-','1','NULL','pronoun'
'566740','Quem','qui','accusative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.348\'>Text<\/a>','Quem','masculine','singular','pronoun','p-s---ma-','1','urn:cts:latinLit:phi0959.phi006:1.348','pronoun'
'354860','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'1035711','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'592906','quibus','qui','ablative','NULL','quibus','neuter','plural','pronoun','p-p---nb-','1','NULL','pronoun'
'548893','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'551048','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'1035693','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'348529','qui','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.1\'>Text<\/a>','qui','masculine','plural','pronoun','p-p---mn-','1','urn:cts:latinLit:phi0448.phi001:2.1','pronoun'
'354874','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'547803','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'568657','cuius','qui','genitive','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.612\'>Text<\/a>','cuius','masculine','singular','pronoun','p-s---mg-','1','urn:cts:latinLit:phi0959.phi006:1.612','pronoun'
'1046226','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'597465','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'352787','quorum','qui','genitive','NULL','quorum','masculine','plural','pronoun','p-p---mg-','1','NULL','pronoun'
'553435','quae','qui','nominative','NULL','quae','feminine','plural','pronoun','p-p---fn-','1','NULL','pronoun'
'568683','qui','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.617\'>Text<\/a>','qui','masculine','singular','pronoun','p-s---mn-','1','urn:cts:latinLit:phi0959.phi006:1.617','pronoun'
'1039335','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'549037','quod','qui','nominative','NULL','quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'547557','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'595276','quod','qui','nominative','NULL','quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'597445','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'348506','qui','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.1\'>Text<\/a>','qui','masculine','plural','pronoun','p-p---mn-','1','urn:cts:latinLit:phi0448.phi001:2.1','pronoun'
'354964','quem','qui','accusative','NULL','quem','masculine','singular','pronoun','p-s---ma-','1','NULL','pronoun'
'593076','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'547593','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'553395','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'590932','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'996066','qua','qui','nominative','NULL','qua','neuter','plural','pronoun','p-p---nn-','2','NULL','pronoun'
'1044310','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1042383','quarum','qui','genitive','NULL','quarum','feminine','plural','pronoun','p-p---fg-','1','NULL','pronoun'
'587837','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'1042388','Qui','qui','nominative','NULL','Qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'547611','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'549077','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'566543','quae','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.321\'>Text<\/a>','quae','feminine','singular','pronoun','p-s---fn-','1','urn:cts:latinLit:phi0959.phi006:1.321','pronoun'
'587816','quem','qui','accusative','NULL','quem','masculine','singular','pronoun','p-s---ma-','1','NULL','pronoun'
'348466','quam','qui','accusative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.1\'>Text<\/a>','quam','feminine','singular','pronoun','p-s---fa-','1','urn:cts:latinLit:phi0448.phi001:2.1','pronoun'
'550991','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1042394','quem','qui','accusative','NULL','quem','masculine','singular','pronoun','p-s---ma-','1','NULL','pronoun'
'350631','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'547604','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'1044292','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'550979','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'593105','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1046165','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'548966','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'587799','quae','qui','nominative','NULL','quae','feminine','plural','pronoun','p-p---fn-','1','NULL','pronoun'
'590838','quo','qui','ablative','NULL','quo','masculine','singular','pronoun','p-s---mb-','1','NULL','pronoun'
'550908','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'1046175','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'1039395','quod','qui','nominative','NULL','quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'1416535','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'587777','quorum','qui','genitive','NULL','quorum','masculine','plural','pronoun','p-p---mg-','1','NULL','pronoun'
'593024','cuius','qui','genitive','NULL','cuius','masculine','singular','pronoun','p-s---mg-','1','NULL','pronoun'
'587790','quae','qui','nominative','NULL','quae','feminine','plural','pronoun','p-p---fn-','1','NULL','pronoun'
'547638','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'553357','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'550883','cuius','qui','genitive','NULL','cuius','feminine','singular','pronoun','p-s---fg-','1','NULL','pronoun'
'1037481','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'352847','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'354991','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1039430','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1037536','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'547649','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'352830','quorum','qui','genitive','NULL','quorum','masculine','plural','pronoun','p-p---mg-','1','NULL','pronoun'
'1044238','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1042322','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'595192','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'550924','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'587745','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'355005','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1046125','quoius','qui','genitive','NULL','quoius','neuter','singular','pronoun','p-s---ng-','NULL','NULL','pronoun'
'352812','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1037519','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
