#From sentence-stats.xq
WORK,SENT-ADDR,MAIN,PRED,PARENTH,O.R.,CUM,CUMQUE,UBI,UBI(QUE|)(NAM|),UBICUMQUE,QUANDO,DUM,DONEC,DUMMODO,MODO,ANTEQUAM,POSTEAQUAM,POSTMODUM QUAM,POSTQUAM,PRIUSQUAM,QUOTIENS,QUOTIENS(CUM|)QUE,QUATENUS,QUO,QUORSUM,UTROQUE,UBIUBI,QUOQUO,UNDECUMQUE,QUAQUA,SICUBI,SIQUO,SICUNDE,SIQUA,QUONIAM,QUOD,QUIA,ADV,COMP,ATR,SUB,SENTLEN,WORKLEN,GENRE,SUM,COORD,ASYND
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,2911,prose,0|1|0,1,1
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,2911,prose,1|0|0,1,1
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|29,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|31,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2911,prose,0|0|0,1,0.5
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2911,prose,0|0|0,1,1
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2911,prose,0|0|0,1,1
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,8,41,2911,prose,2|5|1,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|35,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2911,prose,0|0|0,1,0.333333333333333333
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2911,prose,0|0|0,1,1
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,22,2911,prose,0|1|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,60,2911,prose,1|0|1,2,2
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|41,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2911,prose,0|0|0,3,1
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,29,2911,prose,1|1|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2911,prose,0|0|0,1,1
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|47,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|48,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,2911,prose,0|0|1,1,0.5
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,2911,prose,0|0|1,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,29,2911,prose,0|0|2,1,1
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,2911,prose,0|1|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|53,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,27,2911,prose,2|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|54,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,4,45,2911,prose,3|1|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|55,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2911,prose,0|0|0,1,0.5
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|56,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2911,prose,0|0|0,1,0.25
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|57,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21,2911,prose,1|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|58,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2911,prose,0|0|0,1,1
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|61,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|62,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,19,2911,prose,1|0|1,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|63,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2911,prose,0|0|0,1,0.5
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2911,prose,0|1|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|66,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,2911,prose,0|1|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|67,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,2911,prose,1|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|69,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|71,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|72,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,19,2911,prose,1|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|73,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|74,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,24,2911,prose,1|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|76,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,15,2911,prose,2|0|0,1,1
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|77,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,2911,prose,0|0|1,2,2
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|79,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,22,2911,prose,1|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|82,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|83,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,2911,prose,1|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|84,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,2911,prose,1|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|85,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|86,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,18,2911,prose,0|1|0,2,1
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|87,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|88,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2911,prose,0|0|0,1,1
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|89,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13,2911,prose,1|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|91,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,2911,prose,0|0|1,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|92,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|93,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|94,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|95,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,22,2911,prose,0|1|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|97,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20,2911,prose,1|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|98,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,33,2911,prose,1|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|101,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|102,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,28,2911,prose,1|0|1,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|103,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,22,2911,prose,1|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|104,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|105,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,2911,prose,0|0|1,1,1
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|106,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|107,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|108,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2911,prose,0|0|0,1,1
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|109,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,15,2911,prose,1|0|0,1,1
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|110,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,14,2911,prose,1|0|0,1,1
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|111,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|112,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15,2911,prose,1|0|0,1,1
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|113,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|114,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35,2911,prose,1|0|0,1,1
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|115,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,3,29,2911,prose,2|1|0,1,1
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|116,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,41,2911,prose,1|0|1,1,1
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|117,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2911,prose,0|0|0,2,1
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|118,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|119,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,2911,prose,1|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|120,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2911,prose,0|0|0,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,35,2911,prose,2|0|0,2,NA
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|122,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,50,2911,prose,0|1|2,0,0
Ann,/ldt2.1-treebanks/phi1351.phi005.perseus-lat1.tb.xml|123,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,3,39,2911,prose,2|0|1,5,1.666666666666666667
